Kombinacja	Liczba wystąpień
24,31,45,46	2
24,33,35,47	2
24,34,36,39	2
24,34,37,39	2
24,34,39,40	2
24,36,38,42	2
24,36,38,43	2
24,40,43,47	2
25,26,27,45	2
25,26,28,37	2
25,26,36,40	2
25,26,38,43	2
25,27,28,32	2
25,27,28,43	2
25,27,29,32	2
25,27,30,31	2
25,27,31,33	2
25,27,31,35	2
25,27,31,41	2
25,27,34,48	2
25,27,43,47	2
25,27,45,47	2
25,27,47,48	2
25,28,30,31	2
25,28,32,34	2
25,28,37,38	2
25,29,30,34	2
25,29,37,39	2
25,30,31,36	2
25,30,31,39	2
25,30,32,39	2
25,30,33,35	2
25,30,35,41	2
25,30,35,44	2
25,30,37,42	2
25,31,32,33	2
25,31,32,45	2
25,31,33,42	2
25,31,34,37	2
25,32,34,36	2
25,32,39,49	2
25,33,35,38	2
25,33,38,48	2
25,33,41,45	2
25,34,37,45	2
25,34,37,46	2
25,34,42,44	2
25,35,36,37	2
25,36,37,39	2
25,37,40,42	2
25,38,42,44	2
25,38,43,45	2
25,41,48,49	2
25,44,45,47	2
26,27,28,45	2
26,27,29,34	2
26,27,30,34	2
26,27,30,36	2
26,27,34,40	2
26,27,40,41	2
26,27,43,45	2
26,27,47,49	2
26,28,30,40	2
26,28,31,37	2
26,28,33,35	2
26,28,38,39	2
26,29,37,45	2
26,29,42,46	2
26,29,45,46	2
26,30,31,32	2
26,30,32,33	2
26,30,33,39	2
26,30,34,45	2
26,30,35,36	2
26,31,32,43	2
26,31,32,46	2
26,31,33,36	2
26,33,34,35	2
26,33,34,48	2
26,34,36,47	2
26,34,38,46	2
26,36,39,40	2
26,36,39,45	2
26,36,40,41	2
26,36,42,44	2
26,38,41,46	2
26,39,40,44	2
26,40,45,49	2
26,42,46,49	2
27,28,29,37	2
27,28,29,42	2
27,28,31,36	2
27,28,31,39	2
27,28,33,34	2
27,28,33,35	2
27,28,36,37	2
27,28,38,39	2
27,28,38,41	2
27,29,30,34	2
27,29,30,49	2
27,29,32,42	2
27,29,32,47	2
27,29,39,49	2
27,30,36,45	2
27,30,38,43	2
27,30,38,47	2
27,30,41,44	2
27,31,33,41	2
27,31,34,37	2
27,31,44,48	2
27,32,33,35	2
27,32,33,37	2
27,32,35,37	2
27,32,47,48	2
27,33,39,44	2
27,33,40,41	2
27,33,41,43	2
27,33,42,43	2
27,34,36,46	2
27,34,37,49	2
27,34,40,46	2
27,34,42,45	2
27,35,36,46	2
27,35,39,49	2
27,35,40,44	2
27,36,37,45	2
27,36,42,46	2
27,36,43,48	2
27,39,40,42	2
27,43,45,46	2
28,29,30,32	2
28,29,36,40	2
28,29,39,45	2
28,29,48,49	2
28,30,31,34	2
28,30,31,35	2
28,30,32,34	2
28,30,32,37	2
28,31,32,33	2
28,32,33,35	2
28,32,34,46	2
28,32,34,48	2
28,32,35,43	2
28,32,36,37	2
28,32,38,43	2
28,32,41,49	2
28,33,34,37	2
28,33,34,38	2
28,33,43,44	2
28,34,35,38	2
28,35,36,45	2
28,35,37,44	2
28,35,38,40	2
28,35,41,44	2
28,35,45,47	2
28,38,40,42	2
28,38,41,49	2
28,41,43,44	2
29,30,31,33	2
29,30,34,36	2
29,30,36,44	2
29,30,37,40	2
29,31,34,36	2
29,31,36,49	2
29,31,41,42	2
29,32,37,48	2
29,34,35,49	2
29,34,40,42	2
29,35,38,39	2
29,35,41,47	2
29,35,45,47	2
29,38,43,44	2
29,42,44,46	2
29,43,44,45	2
30,31,32,35	2
30,31,34,39	2
30,31,34,45	2
30,31,34,46	2
30,31,37,43	2
30,31,40,42	2
30,31,42,44	2
30,31,43,49	2
30,31,44,48	2
30,31,45,46	2
30,32,36,38	2
30,32,36,40	2
30,32,38,42	2
30,32,39,44	2
30,32,40,48	2
30,33,34,38	2
30,33,35,39	2
30,33,35,46	2
30,33,36,37	2
30,33,36,48	2
30,33,44,46	2
30,33,45,46	2
30,33,45,47	2
30,34,36,45	2
30,34,38,43	2
30,35,37,48	2
30,35,43,45	2
30,36,39,42	2
30,38,46,48	2
30,39,44,46	2
31,32,33,37	2
31,32,34,46	2
31,32,36,39	2
31,32,36,45	2
31,32,41,47	2
31,32,42,44	2
31,33,34,41	2
31,34,35,40	2
31,34,36,39	2
31,34,38,46	2
31,34,39,46	2
31,34,42,45	2
31,34,45,46	2
31,35,39,41	2
31,35,39,49	2
31,36,43,49	2
31,37,44,49	2
31,38,40,42	2
31,38,41,42	2
31,38,43,46	2
31,39,41,43	2
31,39,42,46	2
31,41,42,45	2
31,41,42,46	2
31,42,45,49	2
32,33,35,43	2
32,33,35,46	2
32,33,37,40	2
32,33,37,47	2
32,33,38,45	2
32,33,38,46	2
32,34,36,37	2
32,34,36,39	2
32,34,38,41	2
32,34,38,44	2
32,34,44,45	2
32,35,37,44	2
32,35,37,47	2
32,35,38,39	2
32,35,41,44	2
32,35,41,45	2
32,36,37,40	2
32,36,38,45	2
32,36,39,45	2
32,36,40,42	2
32,38,39,40	2
32,39,40,46	2
32,39,41,47	2
32,39,44,46	2
33,34,38,40	2
33,34,41,42	2
33,34,41,44	2
33,35,36,37	2
33,35,38,39	2
33,36,37,46	2
33,36,39,46	2
33,36,41,42	2
33,37,45,47	2
33,38,43,45	2
33,40,41,46	2
33,42,43,45	2
33,42,43,49	2
33,44,45,49	2
33,45,46,48	2
34,35,36,47	2
34,35,37,48	2
34,35,41,47	2
34,36,38,46	2
34,36,39,47	2
34,36,41,46	2
34,36,42,44	2
34,36,47,49	2
34,37,39,42	2
34,37,44,47	2
34,38,40,42	2
34,38,41,44	2
34,38,45,46	2
34,39,42,46	2
34,39,44,45	2
34,40,42,43	2
34,40,44,45	2
34,42,44,45	2
35,36,38,43	2
35,36,42,43	2
35,36,43,45	2
35,37,47,48	2
35,38,39,41	2
35,38,41,45	2
35,38,42,45	2
35,38,45,49	2
35,42,43,46	2
35,46,47,49	2
35,46,48,49	2
36,37,38,42	2
36,37,38,44	2
36,37,39,40	2
36,37,39,47	2
36,37,41,43	2
36,37,42,48	2
36,37,43,47	2
36,37,44,46	2
36,37,46,47	2
36,38,39,46	2
36,38,46,47	2
36,39,40,45	2
36,39,45,47	2
36,39,47,48	2
36,40,41,44	2
36,41,42,45	2
36,41,44,48	2
36,41,46,47	2
37,38,44,47	2
37,38,46,47	2
37,39,40,46	2
37,39,42,44	2
37,40,41,45	2
37,40,44,47	2
37,41,46,48	2
37,43,45,46	2
37,44,47,49	2
37,45,47,48	2
38,39,40,41	2
38,39,41,46	2
38,39,43,48	2
38,40,42,45	2
38,42,44,45	2
38,45,46,49	2
38,45,47,49	2
39,40,41,43	2
39,40,44,49	2
39,41,42,43	2
39,41,43,45	2
39,42,44,45	2
39,44,46,47	2
39,45,46,48	2
39,46,47,48	2
39,47,48,49	2
40,42,43,44	2
40,42,47,49	2
40,46,48,49	2
41,42,45,46	2
41,42,46,47	2
41,42,47,49	2
42,43,44,47	2
42,44,46,48	2
42,45,46,48	2
42,45,47,49	2
43,45,46,47	2
44,45,47,49	2
